CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff
85,1009,-0.000492637607666767,-0.0021653461315601,0.000948575488148369,-0.000189930060951027,0.955659781045234,-0.000189930060951026,0.00592383010770588,0.747215990712469,0.747214613418003,0.176545023656493,0.00162241465092087,-0.000395468762029826,6.16314576373804e-06,-0.0156314592949776,-0.00620947178856404,2.57907153769942e-05,-0.361818322439625,1.89379110925434,-0.00224806499717767,1.0674551,1.070194,0.00391609999999987,10.044531,33.7951307987847,30.6426522338728,1.19800803799927e-05,1.07016302580197,-3.05642424242493e-05,1.07243266787879,0.015180224,0.015398955,-0.000128412000000001
86,1063,-0.000469389143223899,-0.00189585239268976,0.000866306979379407,-0.000188140594530772,0.961597081668979,-0.000188140594530772,0.00544146626099992,0.749873172174488,0.749871864161464,0.175417912608785,0.00155662302169053,-0.000508936506774366,5.92335585184198e-06,-0.0143301219934997,-0.00552749959951926,2.23069559553021e-05,-0.469671681116394,1.97686741998337,-0.0019709332156308,1.0650603,1.0674603,0.00367959999999989,10.0411386666666,38.2114558386254,31.221146,-1.88670442088792e-06,1.06810550976495,-3.42430303030428e-05,1.06978612848485,0.014931546,0.015162034,-0.000102823
87,1115,-0.000651367456764857,-0.00221757368512729,0.0012655539359758,-0.000260029679001661,0.970893741839776,-0.000260029679001659,0.00874068481191154,0.751796407291408,0.751795051964399,0.175500827083502,0.00171927034362332,-0.000280139229859645,7.22835685559449e-06,-0.0179350727031328,-0.0065095947061735,3.47676011232558e-05,-0.679731577353497,2.17637873936061,-0.00208344507789904,1.0628892,1.0643637,0.00264500000000001,10.0420653333334,40.076626,31.780437,1.07594811839265e-06,1.0649108977518,-2.71060606060611e-05,1.0663643569697,0.014885032,0.015006617,5.60549999999993e-05
88,1048,-0.000395247208924465,-0.00198288589812018,0.00119452103833087,-0.000208298910434013,0.975371752665615,-0.000208298910434018,0.00652214409066855,0.757242443115542,0.757240633708935,0.17784202415009,0.00159368038277214,-0.000362068488397507,6.37327817178772e-06,-0.0167024315813478,-0.00626090646523139,3.05602868485259e-05,-0.620041681787939,2.01720910417767,-0.00170368345228478,1.0724765,1.0741677,0.00278849999999986,10.0450313333334,33.191006,30.8632564241543,7.41846912678561e-06,1.07444428873462,-6.70096969696928e-05,1.07886877515151,0.015085269,0.015246842,-6.73340000000005e-05
89,828,-0.000656328376628152,-0.00256362357395899,0.00130791580267666,-0.000204731349042081,0.936380700062188,-0.000204731349042068,0.00631682064140574,0.732580085537409,0.732578277332504,0.170418932315485,0.00188958107440704,-0.000452075599726997,8.29207638068807e-06,-0.0153281444923701,-0.00615035919580667,2.89814449498599e-05,-0.271516779267274,1.78896113880125,-0.00149856153734285,1.0514506,1.0528418,0.00260520000000009,10.04191,40.1955438251829,31.6056189396194,-2.96288271829915e-06,1.05360194638655,-3.55551515151714e-05,1.05536748242424,0.015130546,0.015374157,-0.000167233999999999
90,667,-0.00132257089825128,-0.00651617009729912,0.00152228525590078,-0.000523901257205718,0.959553897918347,-0.00052390125720572,0.0181427944075364,0.739463820865708,0.739462974661392,0.171761635768209,0.00495179167215372,-0.000273610419955351,4.26407395746252e-05,-0.0336585746966285,-0.0174810089023092,0.000118768786950014,0.481658045739838,2.15972207429356,-0.0145488716589803,1.0626124,1.0499737,0.000459200000000104,10.0624716666666,37.2855757590575,30.9430611720884,-0.000202483953233471,1.06408697883814,-0.000199484242424255,1.06396160787879,0.013516996,0.013527169,0.000320147999999999
91,1836,-0.000115536758942523,-0.00173369466501121,0.000991680514928675,-0.000143959652273784,0.967464848224962,-0.000143959652273781,0.00508239768226015,0.752115700032875,0.75211354456255,0.177582977481524,0.00133523452416926,-0.000173452644974608,4.76805827939514e-06,-0.0113590500824023,-0.00434865063934555,1.46680585199458e-05,-0.499710812286557,1.84847552652277,-0.00114707375368917,1.0675218,1.0701863,0.00339719999999999,11.0415773333333,34.524174,31.0002233423916,9.96874680307249e-06,1.06993549757886,-3.91490909091042e-05,1.07290416545455,0.015372629,0.015535541,-3.54029999999998e-05
92,828,-0.000388409282663973,-0.00221895164936969,0.000995573893941623,-0.000222405220042994,0.952519093255792,-0.000222405220042989,0.00703945998925309,0.743996506366304,0.743994686050353,0.175449249194504,0.00178652258879991,-0.000433651361285677,7.71752430686065e-06,-0.0178814354674761,-0.00734834667571165,3.53333832853824e-05,-0.390378169832406,1.80230723129898,-0.00182647182093065,1.0647362,1.0678819,0.00397819999999993,10.04495,35.2863038716453,30.969942,1.68934453781666e-05,1.06759472147363,-5.42466666666985e-05,1.07173814666667,0.01520093,0.015438134,-0.000172680999999999
93,1039,-0.000793318404089003,-0.00325511958496732,0.0014803488284422,-0.000269687943479336,0.962433274783608,-0.000269687943479339,0.00827776910670096,0.748685591652622,0.748683429099183,0.177218768580221,0.00225502912334062,-0.000457449569421757,1.08291437729952e-05,-0.020196147002013,-0.00944174398281902,4.89271906899685e-05,-0.200009907155989,1.65699210530157,-0.0029816203037043,1.0694826,1.072858,0.00388809999999995,10.0417493333333,35.283688,31.0201248034565,1.44828059919725e-05,1.07242585231762,-1.72769696969756e-05,1.07407269151515,0.015742281,0.015903223,-2.9396000000001e-05
94,1078,-0.000288032026467032,-0.00165664407522452,0.000707122708353426,-0.000132955406200534,0.947241001684625,-0.000132955406200528,0.00494468714289303,0.74133419931347,0.741332475070997,0.174978906302869,0.00135241452068595,-0.000312243188747109,5.28367517338144e-06,-0.012614836649485,-0.00503950547766237,1.74278318090379e-05,-0.370660852110955,1.87194716070009,-0.00190906030409455,1.0617746,1.0643581,0.00322620000000007,11.0450033333333,34.9932201981488,30.437134,1.24276507124741e-05,1.06407948718305,-0.00011208666666666,1.07179822666667,0.015318613,0.015551002,-0.000143863999999999
