-0.40441,-0.46463,-1.7558,-0.04137,-0.085446,0.056895,0.029049,-0.012743,-0.018957,0.011927,-0.0044208,-0.0022684,-0.0035484,-0.0041718,0.00017393,-0.0048303,-0.0044146,0.00019195,0.0022259,0.001264,-0.00076428,-0.00010832,-0.00031628,5.7072e-05,4.0143e-05,0.00041306,0.00080775,-0.00078658,4.2418e-05,-0.000635,0.00042216,0.00018971,0.00012489,-0.0001528,-0.00022816,0.00019575,0.00010538,-4.9744e-05,0.00028519,-7.4538e-06,7.9835e-05,0.00033899,0.00032929,-0.00012989,7.088e-05,0.00014771,4.9925e-05,9.7935e-05,0.00020169,0.00015143,-4.8063e-05,-9.8446e-05,-6.6033e-05,7.9938e-06,5.6079e-05,7.1138e-05,9.0233e-05,-0.00012287,1.9231e-05,5.6282e-05,7.1225e-05,2.416e-06,-2.3535e-05,-3.2498e-05,2.271e-05,-1.7687e-05,8.9982e-06,-7.91e-05,-1.6565e-05,2.8051e-05,2.0262e-05,2.4452e-05,-3.5809e-05,7.1283e-06,-4.4079e-05,-9.557e-06,-1.7671e-05,-8.3812e-06,-8.5146e-07,3.1285e-06,-7.7772e-06,1.8151e-05,1.1998e-05
-0.25973,0.20722,-0.080619,-0.017798,-0.13628,-0.27719,-0.062493,0.076759,0.1383,-0.064831,-0.080751,-0.0091805,-0.025073,0.0044373,-0.017345,-0.0033762,-0.013406,0.005285,0.0082679,-0.0034585,0.0091936,0.0051019,-0.0092548,-0.0069835,-0.00046097,-0.0074064,0.0026278,0.011305,0.0031852,0.00091249,0.00026898,-0.0010206,0.001011,0.00022191,-0.0036869,-0.0006256,-0.0025012,-0.0025802,0.00055388,-0.00034076,0.0024599,0.004541,0.00092437,0.0021082,0.0058098,-0.0032428,0.0057075,0.003056,0.0024151,0.005095,0.003401,0.0031203,-0.0016652,0.0042842,-0.009192,0.00080247,-0.0038061,-0.0063575,-0.0033107,0.00061753,0.0028717,-0.0052677,-0.0011692,0.0010225,-0.0011661,0.0024436,-0.0024385,-0.00021975,0.0015355,-4.7643e-05,0.00039671,0.00034615,0.00015004,-0.00062748,-3.0365e-05,-0.00028399,-0.00017086,0.00074187,0.00077183,-8.751e-05,0.00064082,0.00049325,-0.00040461
-0.41212,0.12882,-0.04115,0.033741,-0.20961,-0.31736,-0.052552,0.071685,0.12851,-0.077038,-0.074799,-0.014038,-0.0072937,-0.00025435,-0.010028,-0.01443,-0.016122,-0.0042938,0.0083927,0.0082709,0.0014087,-0.011088,0.0082364,-0.0011524,-0.0025506,0.0083965,-0.00061368,-0.010381,-0.0013802,-0.0040912,0.0024818,0.0012249,-0.00094422,-0.0010854,0.0016098,-0.00021399,0.0032566,0.0026575,0.0001367,-0.0012709,-0.0018404,-0.0036661,0.00077559,-0.0034969,-0.0048644,0.0038978,-0.0071461,-0.0010488,-0.0018546,-0.0053123,-0.004126,-0.0030202,0.0017803,-0.0038414,0.0080642,-0.00041751,0.0043921,0.0050486,0.0029295,-0.00070561,-0.0026945,0.0048347,0.0010479,-0.00088535,0.0012846,-0.0022329,0.0026262,2.0973e-05,-0.0013696,0.00044378,-0.00015387,0.00020033,-4.8673e-05,0.00059707,0.00020137,0.00041225,0.00031624,-0.00077712,-0.00042756,0.00011056,-0.00045024,-0.00036993,0.00035498
-0.1334,0.066571,-0.081739,0.040981,-0.069285,-0.017322,-0.073344,0.046254,0.043758,-0.031534,0.0089804,0.045743,0.064982,-0.0031599,0.044627,0.044128,0.05643,0.00085251,-0.053468,-0.0029032,0.011858,0.0032203,0.0063988,-0.0063379,0.0047428,-0.0011288,-0.01109,-0.0052682,-0.003813,0.010491,-0.0016367,0.0069553,0.00039537,0.0053459,-0.0052784,-0.0042943,-0.0019785,-0.0058136,0.00033611,-0.0042545,0.0069093,0.0028328,0.00071051,0.00030318,0.0016072,-0.0022025,-0.0076174,-0.0027122,-0.0030715,-0.0074611,0.0012051,-0.00070219,0.0005408,-0.0024467,-0.0021501,0.002554,-0.00034572,-0.0016901,-0.0024042,-0.0012661,-0.0021886,-0.0018159,0.00028233,-0.00038981,3.478e-05,0.00011131,0.0018563,-4.4636e-05,0.00063477,-3.026e-05,0.001436,0.0025528,0.0010849,0.000208,0.00019125,0.00065995,7.4602e-05,0.00037976,0.0011482,-0.00023071,0.00050079,0.00062899,-9.9066e-05
-0.082017,0.0063941,-0.073518,-0.02329,-0.026093,0.017897,-0.11792,0.029453,0.089329,0.012127,0.0017961,0.032962,0.013451,0.034116,-0.013326,0.057677,0.037994,0.0061317,-0.020616,-0.012449,-0.0079955,0.010595,-0.0080743,3.533e-05,0.0040935,-0.0011686,-0.0044174,0.018527,0.0042238,0.00051479,-0.0047448,-0.0076447,0.00047606,-0.00069752,0.0056112,-0.0010823,-0.00069848,0.0075329,-0.0028875,0.0046373,-0.011657,-0.0071135,-0.0059185,0.0014339,-0.0045539,0.0013103,0.010433,0.00038174,0.0019216,0.0051538,-4.0428e-05,0.0018633,0.00054945,0.0014445,0.0044795,-0.0035828,-0.0013666,0.0049898,0.0037678,0.0011167,0.0026635,0.0018683,-0.00012421,0.00019166,-7.4004e-05,0.00014213,-0.0025092,0.00029602,-0.00086871,-0.00046331,-0.0020219,-0.0037177,-0.0013909,-0.00042561,0.00038309,-0.0011304,0.00030387,-0.00043374,-0.0016504,0.00023764,-0.00072028,-0.001238,0.00024483
-0.062161,0.05666,0.069685,-0.038777,-0.11467,0.078951,-0.089435,-0.061268,0.001994,0.02006,-0.039309,0.030213,-0.0204,0.0085666,-0.0097866,0.036429,-0.0078126,-0.010233,-0.00020679,0.018085,-0.031114,0.003623,0.00055422,0.0030019,-0.0049676,0.020706,0.0058224,-0.014404,-0.0085363,-0.0039043,-0.0035143,-0.001747,0.00067761,-0.0022136,0.0011985,0.01054,0.0010648,0.0056755,0.0025335,-0.0031683,-0.001146,0.010678,0.0023103,-0.0047226,-0.0057397,0.0058468,0.00024911,-0.013208,0.0075239,0.0050885,-0.0015316,-0.0053439,0.0011188,0.00034888,0.002215,0.0045224,-0.0010636,-0.0055921,-0.0029125,0.0042209,0.00074197,-0.0031176,2.1416e-05,-3.4451e-05,-0.0017387,-0.00082551,0.00063203,7.6235e-05,-0.00149,8.3499e-05,0.00056885,0.00022308,0.00088845,0.00079614,-0.00050853,7.5191e-05,-0.00071924,0.00094751,0.0021287,-0.0010249,-0.00093747,-0.00060737,-0.00052996
-0.059693,0.13875,0.054904,0.025531,-0.17355,0.098751,-0.090977,-0.052631,-0.074212,-0.02416,-0.042559,0.0011651,-0.005801,-0.022638,0.014089,-0.0063661,-0.022025,-0.010269,0.0082471,-0.011452,0.014477,-0.014924,0.00082715,-0.0028193,0.0025407,-0.025151,-0.010047,0.023165,0.0018767,0.016995,0.00062444,-0.01278,-0.012633,-0.0030407,0.0022679,0.00063327,0.0026984,-0.0037564,-0.0032728,-0.0004201,0.00086642,-0.0054251,0.0032807,0.0014729,-0.0027727,0.00059637,-0.0020039,-0.0089842,0.00063953,-0.0035963,0.0043911,-0.0056159,0.0031181,-0.0052242,-0.0025332,0.00050623,0.0049334,-0.0058124,0.0038469,0.0019552,0.0022371,0.00087168,-0.00055728,-0.0020182,0.0011493,-9.6633e-05,2.9461e-05,-0.0020494,-0.00074861,-0.0011107,-0.00039788,-0.0022123,-0.0015376,0.001227,-0.00010746,-0.00024468,0.0013612,-0.00062061,0.00037302,-0.00031152,-0.00073658,-0.00023078,-0.00022538
-0.29117,-0.042806,0.10928,0.056146,-0.24394,0.05132,-0.11318,-0.046536,-0.1228,-0.034867,-0.029759,0.0047794,-0.0094726,0.0035807,0.046538,-0.0038752,-0.0050962,-0.0044877,0.011142,0.00204,-0.00094336,-0.010256,0.011247,-0.0058839,0.0098543,-0.011914,-0.0009335,-0.00019897,-0.01102,-0.00075866,0.001672,-0.0024246,-0.0046366,-0.00017568,0.0029615,-0.0019819,-0.00020358,6.2095e-06,-0.00026199,0.0017243,-0.0037972,-0.011862,0.0010861,-0.0013252,-0.0058354,-0.00076766,-0.0013593,0.010171,0.004123,0.0041747,-0.0055664,0.0033718,0.0015795,0.0032477,-0.00012161,-0.0031919,-0.0048206,0.0043908,-0.0071631,-0.00058086,-0.0012668,-0.000873,0.00033596,0.0017499,8.8412e-05,-0.0001362,-0.0010995,0.0041193,-0.0016507,0.0034104,0.0016303,0.0021391,0.0021426,-0.00059466,0.0015934,-0.00017432,-0.0014921,0.0011816,0.00055291,0.00031295,0.00063646,0.00031043,-6.8308e-05
0.001948,0.18939,0.02224,-0.067768,-0.018214,0.028108,0.064529,-0.074572,0.072335,0.03831,-0.016245,-0.013972,0.018063,-0.0097838,0.015382,-0.0052313,-0.0012905,-0.025357,-0.0024145,0.0089554,-0.027909,-0.01254,-0.0090289,-0.02007,0.024994,0.00074976,-0.0019698,0.0039405,0.0059876,0.0014983,0.00347,-0.013248,0.01342,0.0020221,-0.0058941,0.017464,0.0038112,-0.0089881,0.0094105,0.00059066,0.0039997,-0.0027639,0.0025336,0.0050404,0.010824,0.0028362,0.0099878,0.0037325,0.0040632,-0.0064087,-0.0012171,0.0028452,0.0081077,0.0010437,0.0018062,0.0010294,-0.00041513,0.0025674,0.00076907,0.00021294,-0.00094807,0.00016359,0.00077242,-0.00061653,3.7122e-06,0.0010394,0.0012985,-0.00085439,-2.1078e-05,0.0001346,0.00046589,0.00020876,0.0013106,0.0011028,0.0014309,0.00050355,0.0012844,-0.0011005,0.00053186,0.0004598,0.00047298,-9.2071e-05,0.00010557
0.1545,0.22373,-0.058056,-0.039674,0.083439,0.10725,-0.070149,-0.065171,0.14982,0.043612,0.043768,0.015483,0.067803,-0.031869,-0.055116,0.0027344,-0.019302,-0.0089944,0.014926,-0.0072766,0.0092946,0.0022719,0.011824,0.014341,-0.011132,0.011156,0.0037366,-0.010992,0.0097932,-0.0034867,-0.002907,-0.0063089,-0.0057815,-0.00056658,0.01134,-0.0039823,0.0066857,-0.00039243,-0.0073899,0.0056563,0.00081401,-0.012887,0.001094,0.0024516,-0.0011812,-0.0029091,-0.0051584,0.0057758,0.0032289,0.00061957,-0.0021419,0.0015019,0.0061253,-0.0022032,-0.0034626,-0.0012055,0.00058221,-0.0027443,-0.0032972,-0.00045902,0.00044793,-0.0012952,-0.00029683,8.4752e-05,-0.0013809,-0.00012386,0.00086635,-0.00063797,-0.00030974,0.00095881,0.0011599,0.0009709,5.3744e-05,-0.00042353,0.00024813,0.0010631,0.00054235,-3.6992e-05,0.0009145,0.00052383,0.00031488,0.00074277,-1.1222e-05
