CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff
1,1852,0.000167005898534205,0.00050327483631772,0.000301300189909442,0.000265223492706664,0.946938293454925,0.000141561822852757,-0.00235292809816415,0.746708384969244,0.746349162267676,0.179245146180807,0.00134807872325793,-0.000558125345997147,2.14086390075012e-05,-0.00257548767135454,0.00101136943839588,9.5675870842659e-07,-0.917657259151714,3.80029162992602,0.00215533843259208,1.0706892,1.0765879,0.4683652,13.374894,35.728691,29.012251,-0.000746495665024609,1.10286678581281,1.13321212121389e-05,1.07617567090909,0.016443744,0.016742354,-7.5200000000001e-05
2,2160,0.000285693914787869,0.000693725108551372,-0.0002775186768659,0.000215520110388104,0.952249493658588,0.000215520110388098,-0.00346536475752073,0.750138266857849,0.750134479540209,0.183010436876296,0.00129534961133848,-0.000306238108012322,4.81828395183429e-06,-0.00651713164419859,0.000100190421141264,2.1766197200326e-06,-2.12948713965741,8.40004472155661,0.0014591789830829,1.0753012,1.081928,0.00928830000000014,13.40915,34.707664,29.24111,0.000183867093596086,1.07788121270936,9.77696969699012e-06,1.08173904727273,0.016764179,0.017038831,-4.19910000000016e-05
3,2237,0.000168693730027217,0.000546491172079553,-0.000103989682637649,0.000124290156225624,0.959645096987598,0.000124290156225624,-0.00234308144688832,0.754832383560823,0.754829732851508,0.182652751004439,0.00119204828574843,-0.00024715390022574,4.5254829990511e-06,-0.0104220181167455,-0.000458643437198568,4.65807983101102e-06,-2.64206017709098,10.5475908495987,0.00146775609610894,1.0799223,1.0857949,0.00813120000000001,13.3582423333333,35.098438,29.269444,0.000149760886699532,1.08236184995074,3.02721212121286e-05,1.08495023090909,0.016613184,0.01686798,-1.38070000000011e-05
4,1434,-7.71474630228603e-05,-0.000207882811798984,0.000664041512193137,-0.0590440753740242,2.88034875633575,-6.38447968327344e-05,0.000810482068034779,1.44697161905664,1.44661484398384,20.5458629228472,0.000933974847438748,-0.000274414723680636,2.5095248825352e-06,-0.00938075730544519,-0.00203654378577951,7.97406806547565e-06,-1.12430121279896,3.10980407226413,0.00115836778964762,1.0797229,1.0854537,0.00583679999999998,12.0251396666667,31.224295,29.17243,0.000146872118226622,1.08161651162562,5.2735757575771e-05,1.08400689818182,0.016098134,0.016369704,3.85810000000028e-05
5,1709,4.11795402719815e-06,-0.000112579598840979,0.000422077617126439,-0.0589470788851156,2.87013003009489,4.14938798134444e-05,-0.00113662403385808,1.43414207553705,1.4333068166472,20.3824910289197,0.000777802935990085,-0.000341811680440995,1.81137910041153e-06,-0.00468280723158665,-0.000912728091985112,2.34720969954743e-06,-0.889030794120071,2.59010635507241,0.00096206835082091,1.0784167,1.0832844,0.00492859999999995,12.0418506666667,34.642597,29.331198,0.000145395665024657,1.07946066935961,4.98290909090902e-05,1.08188883818182,0.016368635,0.016787428,-5.33139999999988e-05
6,1074,0.000171540242646623,-0.000545626810191433,0.000519397116097498,-7.39244186038142e-05,0.944093965802356,-7.39244186038162e-05,0.00137188792979531,0.744125613003882,0.744121557123561,0.181225301756715,0.000867454661022864,-0.000137158973013152,2.32215508334852e-06,-0.00511690007269028,-0.00174342298211403,2.92348891967762e-06,-0.617485383205392,1.92844679673502,-9.50155683687726e-07,1.0761266,1.0807087,0.00460869999999991,10.9678496666667,33.086578,29.015993,0.000115042610837448,1.07767855960591,4.22024242424398e-05,1.07952379818182,0.015922785,0.016437579,-0.000111867000000002
7,636,0.000255893438696421,-0.000658775517791448,0.000976977693062534,-0.000192921388330509,0.955791872732481,-0.000192921388330517,0.00404347950271715,0.748754360584529,0.748749518708961,0.182945569763586,0.00117396962612085,3.47035451166145e-05,4.32530762212569e-06,-0.010560866758713,-0.00259334323796806,1.26870531208264e-05,-0.957210717913729,2.36387157942534,0.000793118526124958,1.0758358,1.0820479,0.00630320000000006,10.076479,36.0327,29.629745,0.00015001669950742,1.07820178453202,4.1509090909087e-05,1.08091591818182,0.016541764,0.017001977,-0.000333346000000002
8,870,0.000335757306617501,-0.00104410528677482,0.000944092962822553,-0.000256704601447643,0.978119702512959,-0.000256704601447655,0.00529323623216762,0.765025202496122,0.76502221685962,0.185761749978142,0.00123929930531272,0.000407517511636399,4.69859828645071e-06,-0.0120792014728159,-0.00353603139812591,1.2471098547359e-05,-0.960583021945839,2.60146086046735,-0.000922977366776934,1.0938644,1.0979047,0.0041042,10.0250816666667,35.453625,29.495224,6.78785714286008e-05,1.09573258078818,0.000101370303030326,1.09501674727273,0.016083084,0.016311171,-3.84210000000003e-05
9,1054,0.000147135017006063,-0.000769573592168306,0.000937403374924877,-7.95087148739446e-05,0.969988746316757,-7.95087148739377e-05,0.00114692857743289,0.758752544241511,0.758749661099094,0.183619927050388,0.00101651151208744,-0.000185783242019011,3.11025325821052e-06,-0.00815842462945748,-0.00157569761638501,6.16170272839912e-06,-1.11770238395112,2.94753109328387,0.000934694529597158,1.0829742,1.0879281,0.00495390000000007,11.207956,35.989418,30.020153,0.000138554630541901,1.08453916384236,3.056000000003e-05,1.08698668,0.016611163,0.016978227,-3.36659999999982e-05
10,788,1.75634649719367e-05,0.000500499387251459,0.000435227737376475,0.000174043113812511,0.936004984814134,0.000174043113812509,-0.00331222003867344,0.736209126784145,0.736207434174106,0.173024588191101,0.00132257421912641,-0.000730262333074132,5.42373751178215e-06,-0.00272011148033813,0.000669871697407222,1.86212718278776e-06,-0.256120882510058,2.11613260239017,0.0026572119788153,1.0537786,1.0606567,0.00946040000000004,11.668876,36.386898,29.905121,0.000198575418719231,1.05569188985222,4.91939393939731e-05,1.05923793454545,0.015962802,0.016575078,-0.000303577999999999
