CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff
1,1852,-0.000168190548486908,-0.00116046210263337,0.000630490969139403,-5.20263069771196e-05,0.952858916886008,-8.23724222229533e-05,0.00341982831764514,0.747411327437544,0.747303981905371,0.179285430534607,0.00134841817007264,-0.00027381630953917,9.11507205645904e-06,-0.00845964293426882,-0.00287341522469192,9.67327353830964e-06,-0.532058472050573,1.65168810831552,0.000767930677494144,1.0706892,1.0759126,0.4683652,13.374894,35.994705,29.012251,-0.000206807012987019,1.09114373240981,3.53236363636284e-05,1.07242469272727,0.016443744,0.016742354,-7.5200000000001e-05
2,2160,-0.000483441651481062,-0.00159038706499185,0.000578663757848852,-6.61545350899232e-05,0.9572373695632,-6.61545350899249e-05,0.00288710643239302,0.749568547559387,0.749564728786118,0.182508142990273,0.00136997123420787,-0.000287737524285811,4.31798756620057e-06,-0.011003816596622,-0.00409961462134519,9.69337232918119e-06,-0.429374903192803,1.97088399807975,-0.00119415187661276,1.0753012,1.0806297,0.00928830000000014,13.40915,34.712265,29.230637,5.53529251699664e-06,1.08096457987961,-4.1300000000018e-05,1.084767,0.016764179,0.017038831,-4.19910000000016e-05
3,2237,-0.000404012355687711,-0.00152165269356237,0.000842166807406772,-7.74071555929164e-05,0.96331496123269,-7.86248492598752e-05,0.00358455283921908,0.754108843221404,0.754105708273991,0.182305171786438,0.00134663956872946,-0.00026852823446441,4.55176998543284e-06,-0.0172163918496445,-0.00448673428288698,1.83414966063173e-05,-1.08019427900764,3.34863681887579,-0.00080931366978132,1.0799223,1.0849404,0.00813120000000001,13.3582423333333,35.127342,29.269444,1.02956252319037e-05,1.08484612008287,-4.41969696969669e-05,1.08936432060606,0.016613184,0.01686798,-1.38070000000011e-05
4,1434,-0.000846542617122209,-0.00268919703383486,0.00152417403415225,-0.0146033492868786,1.98973624103059,-0.000168918046825518,0.00747144246594038,0.956390824698983,0.956284352919265,6.24563029885359,0.00207110631841194,-0.000398474293001655,9.81580647341376e-06,-0.0189605397732695,-0.00745578470001841,3.61261060509203e-05,-0.439050462940466,1.90458415112522,-0.0017590182433318,1.0797229,1.0847498,0.00653009999999998,12.0251396666667,31.691414,29.023619,1.71363475571985e-05,1.08407501597155,-3.6842424242438e-06,1.08513109515152,0.016098134,0.016369704,3.85810000000028e-05
5,1709,-0.000848824480838284,-0.00225027022830009,0.00129429040174776,-0.0145716981178895,1.98061423405106,-0.000137970419019519,0.00578354297035249,0.94909020204638,0.948843015576796,6.19610738185367,0.00171320389059717,-0.000471688425202467,6.96532968773261e-06,-0.0139579950936773,-0.00575000812196018,2.25263512369131e-05,-0.362548126728591,1.66616942383697,-0.000916773527221748,1.0784167,1.0826457,0.00589989999999996,12.0418506666667,35.651741,29.092649,1.899431787259e-05,1.08187482110163,-2.93266666666747e-05,1.08553834666667,0.016368635,0.016787428,-5.33139999999988e-05
6,1074,-0.00116762022914796,-0.00367451636344986,0.00149095639828158,-0.000242884744167082,0.947057497692231,-0.00025921980294184,0.0107440928393628,0.74111964131765,0.741115659731832,0.180016961784583,0.0030257327111727,-0.00104258557181723,1.91362983041746e-05,-0.0251787789493373,-0.0110739129797386,6.63065678282403e-05,-0.149350148219639,1.77247347985068,-0.00388052546844397,1.0761266,1.0797794,0.00594380000000005,10.9678496666667,34.654667,28.914812,1.1228400742102e-05,1.0797547949965,-2.32230303030479e-05,1.08208499939394,0.015922785,0.016437579,-0.000111867000000002
7,636,-0.00150208005486776,-0.00577291645321169,0.00285864703284784,-0.000380065944877264,0.95896455136937,-0.000380065944877269,0.0188686945251434,0.743710538283176,0.743705946246064,0.181618189802689,0.0040863729096435,-0.00061327447991645,3.82933512583313e-05,-0.0378860393134798,-0.0159650562482748,0.000170434147069389,-0.407935849620186,1.76192990554184,-0.00468886149414049,1.0758358,1.0792426,0.00630320000000006,10.076479,36.496124,29.495056,-4.80864687693587e-06,1.08115702583921,-6.22254545454718e-05,1.08548491090909,0.016541764,0.017001977,-0.000333346000000002
8,870,-0.00144906643975733,-0.00560805573027939,0.00259738114089914,-0.000351085199388374,0.979811677420121,-0.000351085199388377,0.0174791128300983,0.759615984507503,0.759612665219615,0.184379086429081,0.0041593739609703,-0.000477092096318648,3.78504189530784e-05,-0.0382333865070744,-0.0166457272456197,0.000153797201977865,-0.333416619958091,1.87946409587167,-0.00731980343614924,1.0938644,1.0957625,0.0041042,10.0250816666667,36.053928,29.368095,-6.42818800248557e-06,1.09725426991136,-4.0566060606067e-05,1.09984061878788,0.016083084,0.016311171,-3.84210000000003e-05
9,1054,-0.00138772551773775,-0.00411961483562198,0.00218862567532538,-0.000306400225636578,0.974379675139934,-0.000306400225636576,0.0126736242641095,0.754987830703174,0.754984299395416,0.182604002346306,0.00349583846301963,-0.001479362640435,2.79983470092019e-05,-0.0287244756962299,-0.0115106005684801,8.73073555336206e-05,-0.427591028283571,1.81782914319795,-0.00325131780177856,1.0829742,1.0876312,0.00597570000000003,11.207956,36.799232,29.999718,1.82043858998115e-05,1.08677142480396,-1.30369696969663e-05,1.08894632060606,0.016611163,0.016978227,-3.36659999999982e-05
10,788,-0.000913590372320499,-0.00349212522853311,0.00222227940657131,-0.000247322633012744,0.942772651341884,-0.000248950651319613,0.010619170047547,0.733600717124756,0.733598934851302,0.172435386841636,0.0027045749895302,-0.000880276417757414,1.81534214065096e-05,-0.0236915130336226,-0.00837820510252998,7.13736622308133e-05,-0.594847886540065,1.79444453349263,0.000581834243171375,1.0537786,1.0599719,0.00946040000000004,11.668876,37.128967,29.87781,2.18094025973964e-05,1.05897160632612,-1.16430303030326e-05,1.06111751939394,0.015962802,0.016575078,-0.000303577999999999
