CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff,log_SurfFit_p1,log_SurfFit_p2,log_SurfFit_p3,log_slope_2pt9V,log_int_2pt9V,log_slope_2pt9V_corr,log_int_2pt9V_corr,log_heatmap_mean_abs,log_heatmap_mean,log_heatmap_var,log_heatmap_mean_abs_corr,log_heatmap_mean_corr,log_heatmap_var_corr,log_DeltaQ_min,log_DeltaQ_mean,log_DeltaQ_var,log_DeltaQ_skew,log_DeltaQ_kurt,log_DeltaQ_2V,log_Q_cycle2,log_Q_lastcycle,log_Qmax_minus_Q2,log_chargetime,log_Tmax,log_Tmin,log_Qlinfit_allcycles_int,log_Qlinfit_allcycles_slope,log_Qlinfit_last10cycles_int,log_Qlinfit_last10cycles_slope,log_IR_min,log_IR_cycle2,log_IR_diff
1,1852,0.000788253736250975,0.000806549569054444,-0.000106637712667867,0.000206582204191531,0.94732258027457,0.000315844927654513,-0.00334602657815961,0.745480928582717,0.744934695064694,0.178906286066005,0.00153171315588773,-0.000395076902114963,3.15940301349872e-05,-2.91912020327322e-06,0.00141608266746145,7.80548265159833e-07,0.00452461495281117,2.83546616197299,0.00192620898857498,1.0706892,1.0764284,0.4683652,13.374894,35.728691,29.012251,0.0010177545614035,1.08733714192983,-0.0195065987878787,1.42363946121212,0.016443744,0.016742354,-7.5200000000001e-05,-3.10333396205886,-3.09336893651398,-3.97208917892032,-3.68490709305017,-0.0235021107769684,-3.50052609331242,-2.47547061367183,-0.127563462495672,-0.127881798145897,-0.74737439975785,-2.81482255747036,-3.4033183602888,-4.5003949719502,-5.53474802130406,-2.84891139285078,-6.10760023719541,-2.34441837358245,0.452624468847869,-2.71529659485376,0.0296634219859978,0.0319851474720381,-0.329415380912715,1.12629034879439,1.55301710515036,1.46258142611231,-2.99235694250992,0.0363642231828257,-1.70981844851559,0.153400017509073,-1.78399929303574,-1.77618347959625,-4.12378215940835
2,2160,0.000337748361541435,-1.70366639015707e-06,0.000545682051545815,0.000113900318243535,0.952960258569105,0.000113900318243574,-0.00139000456170195,0.749340176867969,0.74933627671591,0.182902006694971,0.00118682490803819,-0.000120984546379126,4.22990172602564e-06,-0.0146555204189314,-0.000245859527473894,9.40312137978034e-06,-2.92469546868165,11.5493278146876,0.00179036729600779,1.0753012,1.0818582,0.00928830000000014,13.40915,34.707664,29.24111,0.000356980526315778,1.07628299842105,-2.26072727272152e-05,1.08238681272727,0.016764179,0.017038831,-4.19910000000016e-05,-3.47140674911641,-5.76861544425157,-3.26306033070064,-3.94347506247737,-0.0209252104257059,-3.94347506247722,-2.85698377448063,-0.125320981502679,-0.125323241916544,-0.737781529669717,-2.92561334766862,-3.91727009952558,-5.37366972253999,-1.83399875511315,-3.60931295739959,-5.026727957784,0.466080652245064,1.0625567084821,-2.74705786384358,0.031530130461739,0.0341703411834705,-2.03206376589647,1.12740124899183,1.54042538445649,1.46599385452813,-3.44735547448801,0.0319264799669196,-4.64575182646321,0.0343824923897646,-1.7756177106217,-1.76856020462007,-4.37684378267782
3,2237,0.000105748050300755,-0.000224660580583446,0.000608759820592382,-5.19210139486818e-05,0.960960310042797,-5.19210139486628e-05,0.00123531362117931,0.754155412804879,0.754152670415974,0.182564624549248,0.00121784270250404,-0.000138297303700951,4.99854414813614e-06,-0.0195404179947723,-0.00076531129317505,1.44021361970071e-05,-3.20231790468425,13.1309521113686,0.00154138001907889,1.0799223,1.0855571,0.00813120000000001,13.3582423333333,35.098438,29.269444,0.000283712280701743,1.08112974385965,-2.67333333333086e-05,1.08611524666667,0.016613184,0.01686798,-1.38070000000011e-05,-3.97572763105864,-3.64847312311681,-3.21555401962589,-4.28465683492846,-0.0172945493609685,-4.28465683492862,-2.90822276980804,-0.122539147540598,-0.122540726799347,-0.738583371661717,-2.91440880188872,-3.85918628698551,-5.30115646776353,-1.70906615039813,-3.11616187803678,-4.84157308639325,0.505464443572308,1.11829621746207,-2.81209027507625,0.0333925092877152,0.0356526721595919,-2.08984535662972,1.12574931778381,1.54528778931268,1.46641447268916,-3.54712186503049,0.0338778157489928,-4.5729468864359,0.035875910276645,-1.77954712485672,-1.77293692259047,-4.85990067514917
4,1434,-0.000172476945236702,-0.00019402411000768,0.00042522044372335,0.0525955837717721,2.01250530998637,8.20395821949246e-05,-0.00127110017885516,1.81058968388787,1.81004628320134,30.8815301799219,0.000903428780022945,-0.000375452511475047,2.32017042820248e-06,-0.00570717313786362,-0.000983524325321973,2.84975895393325e-06,-1.23131897922872,3.64717013757603,0.000524661444615937,1.0797229,1.0849102,0.00518730000000001,12.0251396666667,31.224295,29.297924,0.000163064035087743,1.08144371140351,0.000211743030303077,1.0804216830303,0.016098134,0.016369704,3.85810000000028e-05,-3.76326894827554,-3.71214430000432,-3.37138586366237,-1.27905072018217,0.30373703492549,-4.08597656004064,-2.89582022017023,0.257820041582176,0.257689679997339,1.48969881148986,-3.044106078479,-3.42544498624592,-5.63448011282056,-2.24357895210879,-3.00721489428815,-5.54519187311567,0.0903705736248726,0.561956023277301,-3.28012084928703,0.0333123124850759,0.0353937923242107,-2.28505863448627,1.08009012921305,1.49449264140754,1.46683684809177,-3.78764181508044,0.0340039195559373,-3.67419087592396,0.0335932914779431,-1.79322446188551,-1.7859591735098,-4.41362651985298
5,1709,-3.04266814315278e-05,0.000100463319618145,0.000186851246085284,0.0527233533606683,2.00202037490258,0.000202348560587875,-0.0028286335371612,1.7939767528893,1.79270352923892,30.6401628721016,0.000820233369739201,-0.000443483652969147,2.08577139884079e-06,-0.00179927813296299,-5.63406489496401e-05,6.92135051310019e-07,0.577689898011502,4.50420819367217,0.000492273132034482,1.0784167,1.082725,0.00430829999999993,12.0418506666667,34.642597,29.382664,0.00016146087719296,1.07928857245614,0.000238440606060617,1.07784964060606,0.016368635,0.016787428,-5.33139999999988e-05,-4.51674541256357,-3.9979924755093,-3.72850400155447,-1.27799697512651,0.301468493054754,-3.69389988062733,-2.54842331380061,0.253816810972671,0.253508473465383,1.48629106952019,-3.08606256618875,-3.3531223838506,-5.6807332921043,-2.74490169809159,-4.24917815497849,-6.15980915653144,-0.238305226843597,0.653618456282304,-3.30779386710677,0.0327866045822785,0.0345181647062953,-2.36569406307873,1.08069323713414,1.53961044167363,1.46809116885553,-3.79193269238879,0.0331375787603251,-3.6226197829655,0.032558181250022,-1.78598753541303,-1.77501583697519,-4.27315873235484
6,1074,0.000431094810245497,-0.000850635788879013,0.000626786019878267,3.83016337841196e-06,0.943436265756474,3.83016337844633e-06,0.00043612716549795,0.744097891336455,0.744093868630343,0.181237762987659,0.00114783827557067,-0.000132695797413375,3.18611878570351e-06,-0.00539267494241927,-0.00145260915826095,2.48496179408391e-06,-1.00507464940093,2.71510124179072,-0.000237300720457467,1.0761266,1.0802556,0.00437350000000003,10.9678496666667,33.086578,29.015993,0.000128685263157895,1.07753490421053,0.0001584866666667,1.07679426666667,0.015922785,0.016437579,-0.000111867000000002,-3.36542720538854,-3.07025634912529,-3.20288069879795,-5.41678270048844,-0.0252874334589847,-5.41678270048454,-3.36038686114034,-0.128369926187133,-0.12837227405535,-0.741751306943699,-2.9401192974563,-3.87714283138638,-5.496738036754,-2.2681957571582,-2.83785122207077,-5.60468028409205,0.00219831908876814,0.433786028374691,-3.62470094323977,0.0318633665414722,0.0335265263535939,-2.3591708691386,1.04012148906587,1.51965185230438,1.46263743780047,-3.89047118499662,0.0324313470095756,-3.80000726869323,0.0321327345083761,-1.79798096898841,-1.78416214691557,-3.95129800848125
7,636,0.000185679748942273,-0.000806065743800479,0.000784502369731486,-0.000159820378035985,0.955504490250341,-0.000159820378035966,0.00150228605425187,0.748754619622508,0.748749446010683,0.182985480082048,0.0013971468517025,-0.000197298415036753,4.68538125631681e-06,-0.00960559135899053,-0.00226572205859317,8.39649188564795e-06,-1.14062745816904,2.87787305383764,0.000257191639945198,1.0758358,1.0814744,0.00563860000000016,10.076479,36.0327,29.629745,0.000179155964912272,1.07790904754386,0.000160958181818221,1.07792435818182,0.016541764,0.017001977,-0.000333346000000002,-3.73123545976164,-3.09362953511134,-3.10540574020993,-3.79636784639663,-0.0197672677022563,-3.79636784639668,-2.82324736429942,-0.125660485109644,-0.125663485930969,-0.737583370217251,-2.85475794354065,-3.70487640356462,-5.32925506416195,-2.01747589305729,-2.64479336712168,-5.07590212738296,0.057143822086683,0.459071632813317,-3.58974315232899,0.0317459919664273,0.0340162435436501,-2.24882871299354,1.00330880413297,1.55669680586855,1.4717279138638,-3.74676872762983,0.0325821172363841,-3.79328694238195,0.0325882859185854,-1.78141817951039,-1.7695005756647,-3.4771047518429
8,870,-0.000223904502130057,-0.00147073366108721,0.000873133649840319,-0.000318142108486705,0.97861399596777,-0.000318142108486673,0.00312959407478785,0.765336026797482,0.765332990035866,0.185865308249703,0.00151039997216911,-9.0946311532611e-05,4.76141550330248e-06,-0.0100614330456642,-0.00307816216041179,7.76465996812139e-06,-1.0320671929079,2.93931988549593,-0.00124175200316401,1.0938644,1.0948926,0.00398089999999995,10.0250816666667,35.453625,29.495224,2.78735087719259e-05,1.09609989666667,-5.85806060605537e-05,1.09726005939394,0.016083084,0.016311171,-3.84210000000003e-05,-3.64993717381453,-2.83246596764837,-3.05891927411161,-3.49737884496645,-0.00938857732725011,-3.49737884496649,-2.50451198913475,-0.116147842568781,-0.116149565800646,-0.730801663706902,-2.82090803104839,-4.04121490972328,-5.32226391831172,-1.99734015849474,-2.5117085048694,-5.10987755824862,0.0137079730268233,0.468246852811601,-2.90596513073892,0.0389634883760765,0.0393715205323555,-2.40001873173358,1.00108791917134,1.54966064676902,1.46975169874536,-4.55480835800469,0.0398501368071425,-4.2322461395272,0.0403095710337599,-1.79363066978162,-1.7875148592796,-4.41543133575673
9,1054,0.000393585617454593,-0.000387545308449181,0.000692033835074074,0.000153203530127191,0.968092832408034,0.000153203530127233,-0.0019378482386274,0.758943725141425,0.758941480293867,0.183540676150287,0.00110795790156221,-0.000366653431776313,3.28186332023076e-06,-0.0060665362084813,-0.000735130561450639,2.96715943712504e-06,-1.56963542319194,4.52825559774002,0.000779359748714459,1.0829742,1.0875694,0.00459520000000002,11.207956,35.989418,30.028624,0.000232115789473674,1.08367122631579,7.63915151515472e-05,1.08607977151515,0.016611163,0.016978227,-3.36659999999982e-05,-3.40496078009393,-3.41167751623077,-3.15987267140056,-3.81473122754221,-0.0140829953057919,-3.81473122754209,-2.71268023745421,-0.119790425378066,-0.119791709961252,-0.736267672719954,-2.95547674093121,-3.43574424577122,-5.48387950996959,-2.21705920594545,-3.13363552202869,-5.52765911670869,0.195798791210184,0.65593093265795,-3.10826202779995,0.0346181104285525,0.0364569797189741,-2.33769558177381,1.04952641733529,1.55617482355116,1.47753543200256,-3.63429531603674,0.0348975421153946,-4.11695487607743,0.0358617249365442,-1.77959996015542,-1.7701076641698,-4.47280848091292
10,788,0.000825766135406303,0.000749686634139546,0.000228357080716113,0.000445393070071604,0.933718736555644,0.000445393070071626,-0.00516226242762768,0.735615354130244,0.735613577468117,0.172911065612937,0.00146257668861888,-0.000403345109297581,6.72104629010978e-06,-7.48970017391132e-05,0.00159887167206853,7.49324387742455e-07,-1.1657393289325,2.69662278109919,0.00207760793649281,1.0537786,1.0601169,0.00946040000000004,11.668876,36.386898,29.905121,0.000287146491228079,1.0548561254386,0.000155021818181848,1.05687640181818,0.015962802,0.016575078,-0.000303577999999999,-3.08314293147311,-3.12512023194592,-3.6413855175877,-3.35125654449344,-0.0297839262942671,-3.35125654449342,-2.28715992153302,-0.133349214528512,-0.133350263440128,-0.762177212736139,-2.83488135288967,-3.39432320466362,-5.17256311345653,-4.12553556753713,-2.79618639200675,-6.12533013248983,0.0666014486541349,0.430820199124422,-2.68243640436429,0.0227493747299543,0.0253537579304868,-2.02409050058339,1.06702902481082,1.56094503335746,1.47574556396351,-3.54189648618969,0.0231932291227328,-3.8096071737707,0.0240242009810808,-1.79689087324033,-1.78054441918926,-3.51772970453148
