CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff
1,1852,-0.000128908089754429,-0.000240043211186259,0.000479367700773526,5.26155459115928e-05,0.950036148743989,-1.72754489024005e-05,0.000235809845967707,0.747687103137253,0.747509179016178,0.179461092415008,0.000985905961233095,-0.000368608350835352,1.14476874478599e-05,-0.0010143227639049,0.000935548008920159,1.06955142954678e-06,0.38258626666844,2.96232072823585,0.00205134193947942,1.0706892,1.0767044,0.4683652,13.374894,35.728691,29.012251,-0.000457045663354771,1.09776255285213,-8.88557575758055e-05,1.08134357454546,0.016443744,0.016742354,-7.5200000000001e-05
2,2160,6.87844399759089e-06,-0.000236128079858485,-2.79077910290565e-05,1.61118640104897e-05,0.954977036025376,1.61118640104829e-05,-0.000543276687726454,0.750237259950097,0.750233460248181,0.182880671576716,0.000923124114924741,-0.000110450599107421,2.83463605889094e-06,-0.00529914413004079,-0.00122361610659768,2.38837656627539e-06,-0.850488673944005,2.76881915129719,0.000602062088759681,1.0753012,1.0816207,0.00928830000000014,13.40915,34.707664,29.24111,4.44140561075383e-05,1.0799277015488,-4.75212121214089e-06,1.08189137272727,0.016764179,0.017038831,-4.19910000000016e-05
3,2237,2.39997288628451e-05,-0.000235593776213567,0.000266769761180858,-1.24730548044988e-05,0.961500355350148,-1.24730548044979e-05,0.000442112111949404,0.754818671436926,0.754815652794231,0.182593871555056,0.000892219640824623,-6.76423588093192e-05,2.8189075303554e-06,-0.0103062265965527,-0.00166812826396412,7.01368703283409e-06,-1.4326457271696,4.27282543518532,0.000953640134355949,1.0799223,1.0859101,0.00813120000000001,13.3582423333333,35.098438,29.269444,4.53821040327342e-05,1.08389997002922,1.38842424242148e-05,1.08503691454546,0.016613184,0.01686798,-1.38070000000011e-05
4,1434,-0.000278829299587601,-0.00130015980220998,0.00115340449950305,-0.0333780976717172,2.46910493024876,-0.000138886682900656,0.00387582817191238,1.09491518805368,1.09473833440379,10.3104547616073,0.00119646704220347,-0.000159330087360758,3.92971532647532e-06,-0.01130103127026,-0.00352141999190744,1.22458461431768e-05,-0.674670919363848,1.92827784307698,0.000209880678874175,1.0797229,1.0853405,0.00608900000000001,12.0251396666667,31.224295,29.064333,5.80886732904745e-05,1.08296192061952,-4.86503030303115e-05,1.08827910181818,0.016098134,0.016369704,3.85810000000028e-05
5,1709,-0.000154580773852261,-0.000957949600719749,0.00082283304561846,-0.0333409105797079,2.45968061455835,-9.71827939613196e-05,0.00259087933176484,1.08582147433159,1.0854090744865,10.2279234153092,0.000919085773199155,-0.000171633927178828,2.15774166041828e-06,-0.00672137900351771,-0.00237932663791218,6.85791233490684e-06,-0.507143020107544,1.56935923446371,0.000447661036004465,1.0784167,1.0833496,0.00517199999999995,12.0418506666667,34.642597,29.092649,5.9147884278192e-05,1.08077754948568,-2.92642424242517e-05,1.08507138545455,0.016368635,0.016787428,-5.33139999999988e-05
6,1074,-0.000330735214053407,-0.00187587732731531,0.0010317313579401,-0.000231092637658723,0.946363360222938,-0.000231092637658715,0.00645552131669555,0.743009646736642,0.743005714187135,0.180786006844947,0.00143296093573791,-0.000319005577180658,5.03619544700914e-06,-0.0153164632871247,-0.0060956874691274,2.62900404264979e-05,-0.441103930877956,1.8090149887191,-0.00132707470108473,1.0761266,1.0808296,0.00488889999999986,10.9678496666667,33.086578,29.015993,4.91981180596222e-05,1.0786983634249,-2.31915151515429e-05,1.08220344909091,0.015922785,0.016437579,-0.000111867000000002
7,636,-0.000672478587508835,-0.00275108988599036,0.00217580149452037,-0.000342848265041702,0.957914299064837,-0.000342848265041704,0.00893906225083939,0.746968927343318,0.746964310836566,0.182559714962425,0.0020993145961812,-0.000307651603001378,1.14340404678264e-05,-0.0234349216978843,-0.00835315591699427,6.64349449240439e-05,-0.707182469543323,1.9715588590357,-0.00122759792746341,1.0758358,1.081382,0.00630320000000006,10.076479,36.0327,29.495056,4.59228404441789e-05,1.07978546482759,-4.1687878787897e-05,1.08393026727273,0.016541764,0.017001977,-0.000333346000000002
8,870,-0.000797683765905215,-0.00287540317512948,0.00197366662618155,-0.000331267249435753,0.979211122079925,-0.000331267249435741,0.00965304284228976,0.762927229150515,0.762924121642047,0.185313750409063,0.00224878074923915,-0.000145647189310719,1.23933537309709e-05,-0.0251560636696582,-0.00940255202509039,6.25992338442244e-05,-0.663231986469737,2.13266026506731,-0.00342950534697928,1.0938644,1.09716,0.0041042,10.0250816666667,35.453625,29.368095,2.37581648158939e-05,1.09643569350088,-4.58472727272876e-05,1.09990790363636,0.016083084,0.016311171,-3.84210000000003e-05
9,1054,-0.000209667682193858,-0.00161358530190711,0.00127488036980958,-0.000184701305002611,0.971439055764102,-0.000184701305002603,0.00554831441191211,0.757979331235217,0.757976169557148,0.18334863438007,0.00127999402426366,-0.000181920057401254,4.84752786735639e-06,-0.0154191970943351,-0.00514754897822061,2.72283190800984e-05,-0.819891310143865,2.19429534801446,-0.000421978854086458,1.0829742,1.0883482,0.00597570000000003,11.207956,36.799232,29.999718,5.60404208065435e-05,1.08574888932788,-1.73503030303399e-05,1.08948778181818,0.016611163,0.016978227,-3.36659999999982e-05
10,788,2.29818414409215e-05,-0.00137520420122611,0.0014592103076204,-0.000166680127930055,0.940584886927319,-0.000166680127930052,0.0046568210153942,0.73551339303631,0.735511719855162,0.172923266328639,0.00148496777804622,-0.000190318569740071,5.71437401762203e-06,-0.0109913296562916,-0.00270930991698083,1.83998974514338e-05,-0.774682099048178,2.09801002890311,0.00210247491992899,1.0537786,1.0607756,0.00946040000000004,11.668876,36.386898,29.879915,7.29934774985386e-05,1.05758959202805,-4.84060606062285e-06,1.06109510363636,0.015962802,0.016575078,-0.000303577999999999
11,880,-0.00028272075943939,-0.00179154919982054,0.00112874202629452,-0.000222745968961274,0.952710581089598,-0.000222745968961266,0.00605813489932144,0.743694233658991,0.743689078519571,0.180205913157467,0.00140772293805034,-0.000300485295208995,4.74236318405086e-06,-0.0148308208927816,-0.00554322844107712,2.46171411840214e-05,-0.529626238301698,1.81204525536655,-0.00060539668472992,1.0709661,1.0767072,0.00577360000000016,10.764334,36.719727,29.769632,6.45526709526686e-05,1.0737058705903,-4.38787878810924e-07,1.07673175272727,0.016649306,0.017121186,-6.81150000000005e-05
12,719,-0.00028497164012786,-0.00153237419769847,0.00149922799076395,-0.000233766638345308,0.950656567203605,-0.000233766638345305,0.00661599046953368,0.740503072550477,0.740498283289709,0.17772951262546,0.00138927972521948,-0.000336214175220953,5.35445269270177e-06,-0.0158640233642386,-0.00487091482565311,3.13221509861295e-05,-0.749425112362232,2.01528727950977,0.00103913893098762,1.0611236,1.0685111,0.00740120000000011,10.7977056666667,37.131035,29.44138,7.64114786674524e-05,1.06487721704266,3.53939393905112e-07,1.06846243636364,0.016542939,0.017168047,-0.000253296
13,862,-0.000575638432044231,-0.00230719375169584,0.00142138557929058,-0.000264041419055495,0.957936206866205,-0.000264041419055492,0.00742621696080277,0.749880298607496,0.749876250317536,0.182929170555808,0.00171843016433562,-0.000330167008957428,6.74625630620047e-06,-0.0169123740117065,-0.00680591871321508,3.03890728156922e-05,-0.413563077249082,1.81165283002965,-0.00169706927186875,1.0811664,1.0870301,0.00596639999999993,10.1131076666667,35.917976,29.582495,6.1919959088253e-05,1.0842092965225,-5.11333333335498e-06,1.08737092,0.016328048,0.01683085,-1.48190000000027e-05
