CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff,log_SurfFit_p1,log_SurfFit_p2,log_SurfFit_p3,log_slope_2pt9V,log_int_2pt9V,log_slope_2pt9V_corr,log_int_2pt9V_corr,log_heatmap_mean_abs,log_heatmap_mean,log_heatmap_var,log_heatmap_mean_abs_corr,log_heatmap_mean_corr,log_heatmap_var_corr,log_DeltaQ_min,log_DeltaQ_mean,log_DeltaQ_var,log_DeltaQ_skew,log_DeltaQ_kurt,log_DeltaQ_2V,log_Q_cycle2,log_Q_lastcycle,log_Qmax_minus_Q2,log_chargetime,log_Tmax,log_Tmin,log_Qlinfit_allcycles_int,log_Qlinfit_allcycles_slope,log_Qlinfit_last10cycles_int,log_Qlinfit_last10cycles_slope,log_IR_min,log_IR_cycle2,log_IR_diff
1,1852,-0.000128908089754429,-0.000240043211186259,0.000479367700773526,5.26155459115928e-05,0.950036148743989,-1.72754489024005e-05,0.000235809845967707,0.747687103137253,0.747509179016178,0.179461092415008,0.000985905961233095,-0.000368608350835352,1.14476874478599e-05,-0.0010143227639049,0.000935548008920159,1.06955142954678e-06,0.38258626666844,2.96232072823585,0.00205134193947942,1.0706892,1.0767044,0.4683652,13.374894,35.728691,29.012251,-0.000457045663354771,1.09776255285213,-8.88557575758055e-05,1.08134357454546,0.016443744,0.016742354,-7.5200000000001e-05,-3.88971982721243,-3.61971057207781,-3.31933123156309,-4.2788859192281,-0.0222598695518234,-4.76257065866853,-3.62743806539796,-0.126280110438824,-0.126383470064938,-0.746029692940961,-3.00616450743733,-3.43343483004849,-4.94128223647424,-2.99382382776573,-3.02893392117934,-5.97079832747267,-0.417270623480602,0.471632077467536,-2.68796194077674,0.0296634219859978,0.0320964878200759,-0.329415380912715,1.12629034879439,1.55301710515036,1.46258142611231,-3.34004040747436,0.0405084119374311,-4.05131442601976,0.03396370396451,-1.78399929303574,-1.77618347959625,-4.12378215940835
2,2160,6.87844399759089e-06,-0.000236128079858485,-2.79077910290565e-05,1.61118640104897e-05,0.954977036025376,1.61118640104829e-05,-0.000543276687726454,0.750237259950097,0.750233460248181,0.182880671576716,0.000923124114924741,-0.000110450599107421,2.83463605889094e-06,-0.00529914413004079,-0.00122361610659768,2.38837656627539e-06,-0.850488673944005,2.76881915129719,0.000602062088759681,1.0753012,1.0816207,0.00928830000000014,13.40915,34.707664,29.24111,4.44140561075383e-05,1.0799277015488,-4.75212121214089e-06,1.08189137272727,0.016764179,0.017038831,-4.19910000000016e-05,-5.16250979427728,-3.62685236445678,-4.55427453763741,-4.79285421236538,-0.0200070716072178,-4.79285421236556,-3.26497893035921,-0.12480137075196,-0.124803570314475,-0.737832192124175,-3.03473990373773,-3.95683192408099,-5.54750269259525,-2.27579426806255,-2.91235481498218,-5.6218971985802,-0.070331465562726,0.442294590213379,-3.22035871901581,0.031530130461739,0.0340749901820196,-2.03206376589647,1.12740124899183,1.54042538445649,1.46599385452813,-4.35247956313159,0.0333946815337848,-5.32311249035587,0.0341836576343088,-1.7756177106217,-1.76856020462007,-4.37684378267782
3,2237,2.39997288628451e-05,-0.000235593776213567,0.000266769761180858,-1.24730548044988e-05,0.961500355350148,-1.24730548044979e-05,0.000442112111949404,0.754818671436926,0.754815652794231,0.182593871555056,0.000892219640824623,-6.76423588093192e-05,2.8189075303554e-06,-0.0103062265965527,-0.00166812826396412,7.01368703283409e-06,-1.4326457271696,4.27282543518532,0.000953640134355949,1.0799223,1.0859101,0.00813120000000001,13.3582423333333,35.098438,29.269444,4.53821040327342e-05,1.08389997002922,1.38842424242148e-05,1.08503691454546,0.016613184,0.01686798,-1.38070000000011e-05,-4.61979366470653,-3.62783618668547,-3.57386340000498,-4.9040271694354,-0.017050550919438,-4.90402716943543,-3.35446758715081,-0.122157365526538,-0.122159102344315,-0.738513802894198,-3.04952822067312,-4.16978125618947,-5.54991917021391,-1.98690031320906,-2.77777055909983,-5.15405361726057,0.156138808850033,0.630715150227827,-3.02061547974883,0.0333925092877152,0.0357938724995854,-2.08984535662972,1.12574931778381,1.54528778931268,1.46641447268916,-4.34311537295916,0.0349892042790645,-4.85747781198567,0.0354445137704267,-1.77954712485672,-1.77293692259047,-4.85990067514917
4,1434,-0.000278829299587601,-0.00130015980220998,0.00115340449950305,-0.0333780976717172,2.46910493024876,-0.000138886682900656,0.00387582817191238,1.09491518805368,1.09473833440379,10.3104547616073,0.00119646704220347,-0.000159330087360758,3.92971532647532e-06,-0.01130103127026,-0.00352141999190744,1.22458461431768e-05,-0.674670919363848,1.92827784307698,0.000209880678874175,1.0797229,1.0853405,0.00608900000000001,12.0251396666667,31.224295,29.064333,5.80886732904745e-05,1.08296192061952,-4.86503030303115e-05,1.08827910181818,0.016098134,0.016369704,3.85810000000028e-05,-3.55466159219298,-2.8860032654218,-2.9380183587119,-1.47653841883169,0.392539546659227,-3.85733939443537,-2.41163548488351,0.0393804801014301,0.0393103260212258,1.01327782106441,-2.92209925993087,-3.79770220573728,-5.40563890932402,-1.9468819233708,-2.45328217450659,-4.91201120134231,-0.170908009026558,0.28516961100948,-3.67802753971464,0.0333123124850759,0.0355660092187951,-2.21545402594548,1.08009012921305,1.49449264140754,1.46336036074352,-4.23590854242902,0.034613186121568,-4.3129144502778,0.0367402895120098,-1.79322446188551,-1.7859591735098,-4.41362651985298
5,1709,-0.000154580773852261,-0.000957949600719749,0.00082283304561846,-0.0333409105797079,2.45968061455835,-9.71827939613196e-05,0.00259087933176484,1.08582147433159,1.0854090744865,10.2279234153092,0.000919085773199155,-0.000171633927178828,2.15774166041828e-06,-0.00672137900351771,-0.00237932663791218,6.85791233490684e-06,-0.507143020107544,1.56935923446371,0.000447661036004465,1.0784167,1.0833496,0.00517199999999995,12.0418506666667,34.642597,29.092649,5.9147884278192e-05,1.08077754948568,-2.92642424242517e-05,1.08507138545455,0.016368635,0.016787428,-5.33139999999988e-05,-3.81084452289575,-3.01865733925661,-3.08468827502112,-1.47702254325,0.39087871834729,-4.01241061932383,-2.58655281347848,0.0357584264626802,0.0355934481472142,1.00978746745431,-3.03664395641712,-3.76539686025089,-5.66600055324483,-2.17254161501499,-2.62354593320224,-5.16380807079727,-0.294869547403509,0.195722367224783,-3.34905070455482,0.0327866045822785,0.0347686273089362,-2.28634148379165,1.08069323713414,1.53961044167363,1.46378326726647,-4.22806078548643,0.0337363147003625,-4.53366271416814,0.0354583108012986,-1.78598753541303,-1.77501583697519,-4.27315873235484
6,1074,-0.000330735214053407,-0.00187587732731531,0.0010317313579401,-0.000231092637658723,0.946363360222938,-0.000231092637658715,0.00645552131669555,0.743009646736642,0.743005714187135,0.180786006844947,0.00143296093573791,-0.000319005577180658,5.03619544700914e-06,-0.0153164632871247,-0.0060956874691274,2.62900404264979e-05,-0.441103930877956,1.8090149887191,-0.00132707470108473,1.0761266,1.0808296,0.00488889999999986,10.9678496666667,33.086578,29.015993,4.91981180596222e-05,1.0786983634249,-2.31915151515429e-05,1.08220344909091,0.015922785,0.016437579,-0.000111867000000002,-3.48051956240441,-2.72679556564352,-2.98643336952289,-3.63621389041498,-0.0239420823710692,-3.63621389041499,-2.1900686804584,-0.129005547615879,-0.12900784622543,-0.742835187716898,-2.84376564883832,-3.49620172409764,-5.2978974239354,-1.81484150573524,-2.21497730773027,-4.5802087460735,-0.355459072008492,0.25744216525176,-2.87710462999481,0.0318633665414722,0.033757229926479,-2.31078884592136,1.04012148906587,1.51965185230438,1.46263743780047,-4.30805150967071,0.0329000198320778,-4.63467087704296,0.0343089137388315,-1.79798096898841,-1.78416214691557,-3.95129800848125
7,636,-0.000672478587508835,-0.00275108988599036,0.00217580149452037,-0.000342848265041702,0.957914299064837,-0.000342848265041704,0.00893906225083939,0.746968927343318,0.746964310836566,0.182559714962425,0.0020993145961812,-0.000307651603001378,1.14340404678264e-05,-0.0234349216978843,-0.00835315591699427,6.64349449240439e-05,-0.707182469543323,1.9715588590357,-0.00122759792746341,1.0758358,1.081382,0.00630320000000006,10.076479,36.0327,29.495056,4.59228404441789e-05,1.07978546482759,-4.1687878787897e-05,1.08393026727273,0.016541764,0.017001977,-0.000333346000000002,-3.17232153954088,-2.56049521973322,-2.66238072927115,-3.46489804390816,-0.0186733438526941,-3.46489804390816,-2.04870803832341,-0.126697463732137,-0.126700147819159,-0.738595051006178,-2.67792247463925,-3.51194081770308,-4.94180027504613,-1.63013649323119,-2.07814941213439,-4.1776034206986,-0.150468513655283,0.294809747056131,-2.91094385345296,0.0317459919664273,0.0339791363088357,-2.20043891252877,1.00330880413297,1.55669680586855,1.46974922506756,-4.33797125756387,0.0333374770640442,-4.37999020259854,0.0350013435374307,-1.78141817951039,-1.7695005756647,-3.4771047518429
8,870,-0.000797683765905215,-0.00287540317512948,0.00197366662618155,-0.000331267249435753,0.979211122079925,-0.000331267249435741,0.00965304284228976,0.762927229150515,0.762924121642047,0.185313750409063,0.00224878074923915,-0.000145647189310719,1.23933537309709e-05,-0.0251560636696582,-0.00940255202509039,6.25992338442244e-05,-0.663231986469737,2.13266026506731,-0.00342950534697928,1.0938644,1.09716,0.0041042,10.0250816666667,35.453625,29.368095,2.37581648158939e-05,1.09643569350088,-4.58472727272876e-05,1.09990790363636,0.016083084,0.016311171,-3.84210000000003e-05,-3.09816924642129,-2.54130125203251,-2.70472620254619,-3.47982149829372,-0.00912366236507153,-3.47982149829374,-2.01533576631287,-0.117516884699876,-0.117518653645167,-0.732092354533118,-2.64805288517676,-3.83669789194001,-4.90681115449835,-1.59935731474862,-2.02675425491198,-4.20343098211324,-0.178334536721482,0.328921677410054,-2.46476851569169,0.0389634883760765,0.040269965815521,-2.38677148396349,1.00108791917134,1.54966064676902,1.46787577635527,-4.62418710919219,0.0399831651729598,-4.33868649368464,0.0413563227791568,-1.79363066978162,-1.7875148592796,-4.41543133575673
9,1054,-0.000209667682193858,-0.00161358530190711,0.00127488036980958,-0.000184701305002611,0.971439055764102,-0.000184701305002603,0.00554831441191211,0.757979331235217,0.757976169557148,0.18334863438007,0.00127999402426366,-0.000181920057401254,4.84752786735639e-06,-0.0154191970943351,-0.00514754897822061,2.72283190800984e-05,-0.819891310143865,2.19429534801446,-0.000421978854086458,1.0829742,1.0883482,0.00597570000000003,11.207956,36.799232,29.999718,5.60404208065435e-05,1.08574888932788,-1.73503030303399e-05,1.08948778181818,0.016611163,0.016978227,-3.36659999999982e-05,-3.6784685057603,-2.79220807075074,-2.8945305659509,-3.73353003605174,-0.01258444012398,-3.73353003605176,-2.25583893629928,-0.120342636654063,-0.120344448183937,-0.736722320409726,-2.89279205787977,-3.74011941562334,-5.31447968557998,-1.81193824020064,-2.288399512438,-4.56497916867732,-0.0862437165594632,0.341295082391025,-3.37470931155885,0.0346181104285525,0.0367678633268361,-2.22361121367173,1.04952641733529,1.56583875504193,1.47711717233235,-4.25149861226432,0.0357293937708356,-4.76069293567108,0.037222364165849,-1.77959996015542,-1.7701076641698,-4.47280848091292
10,788,2.29818414409215e-05,-0.00137520420122611,0.0014592103076204,-0.000166680127930055,0.940584886927319,-0.000166680127930052,0.0046568210153942,0.73551339303631,0.735511719855162,0.172923266328639,0.00148496777804622,-0.000190318569740071,5.71437401762203e-06,-0.0109913296562916,-0.00270930991698083,1.83998974514338e-05,-0.774682099048178,2.09801002890311,0.00210247491992899,1.0537786,1.0607756,0.00946040000000004,11.668876,36.386898,29.879915,7.29934774985386e-05,1.05758959202805,-4.84060606062285e-06,1.06109510363636,0.015962802,0.016575078,-0.000303577999999999,-4.63861517601368,-2.86163280955651,-2.83588211122039,-3.77811617488565,-0.02660200366436,-3.77811617488566,-2.33191045382601,-0.133409414753163,-0.133410402708207,-0.762146569720005,-2.82828296989461,-3.72051883471779,-5.2430313375491,-1.95894976640634,-2.56714131333664,-4.73518459744701,-0.110876479368784,0.321807559876067,-2.67726917612525,0.0227493747299543,0.0256235215176819,-2.02409050058339,1.06702902481082,1.56094503335746,1.4753793576988,-4.13671594553639,0.0243171681750127,-5.31510025977993,0.0257543105115938,-1.79689087324033,-1.78054441918926,-3.51772970453148
