CellNum,cycle_lives,SurfFit_p1,SurfFit_p2,SurfFit_p3,slope_2pt9V,int_2pt9V,slope_2pt9V_corr,int_2pt9V_corr,heatmap_mean_abs,heatmap_mean,heatmap_var,heatmap_mean_abs_corr,heatmap_mean_corr,heatmap_var_corr,DeltaQ_min,DeltaQ_mean,DeltaQ_var,DeltaQ_skew,DeltaQ_kurt,DeltaQ_2V,Q_cycle2,Q_lastcycle,Qmax_minus_Q2,chargetime,Tmax,Tmin,Qlinfit_allcycles_int,Qlinfit_allcycles_slope,Qlinfit_last10cycles_int,Qlinfit_last10cycles_slope,IR_min,IR_cycle2,IR_diff
1,1852,-4.19907406259506e-05,0.000267524693461159,0.000375563604585429,0.000167610121065257,0.948095968805553,5.28580538170441e-05,-0.0011725323760836,0.7472516369532,0.746984023449086,0.179384993863403,0.00112351177493408,-0.000512324305096826,1.6403657314713e-05,-0.00328534107128572,0.000534053039510873,1.68097574017824e-06,-0.439508322729218,2.84822201340838,0.00224934549721878,1.0706892,1.0767151,0.4683652,13.374894,35.728691,29.012251,-0.000725782125506056,1.10250255027665,8.85515151518153e-06,1.07632775212121,0.016443744,0.016742354,-7.5200000000001e-05
2,2160,6.53640956169356e-05,0.000212928345769224,-6.37411186355622e-06,0.000108886257200141,0.953473636058777,0.000108886257200135,-0.00224286124632882,0.750237261827882,0.750233520945161,0.183021430527589,0.00103195192421691,-0.000166405617612651,3.62309393454245e-06,-0.00546443215824743,-0.000140556412571792,1.79297577230699e-06,-1.96995731334676,7.0331502006043,0.00146275453283384,1.0753012,1.0817635,0.00928830000000014,13.40915,34.707664,29.24111,0.000105223400809735,1.07887609832658,-2.43084848484554e-05,1.08271058121212,0.016764179,0.017038831,-4.19910000000016e-05
3,2237,-1.97640565174409e-05,0.00011307482169549,0.000271976187776695,5.15466166544142e-05,0.960474802872964,5.15466166544217e-05,-0.00127172903528861,0.754860023007441,0.75485714030076,0.182687482437353,0.000991624666814045,-0.000126730502809337,3.3936994590906e-06,-0.00920922268865279,-0.000503653340958877,4.5018496624601e-06,-2.32583027947066,8.29727456613296,0.00137127239326706,1.0799223,1.0857872,0.00813120000000001,13.3582423333333,35.098438,29.269444,9.14468825911158e-05,1.08310042315789,-1.05587878787693e-05,1.0861577169697,0.016613184,0.01686798,-1.38070000000011e-05
4,1434,-7.97816102489607e-05,-0.000420612811425103,0.000709829624383745,-0.0546171618905421,2.82188453902761,-8.36552147763002e-05,0.00209898276598017,1.26965282660128,1.26938665822593,15.4151857574909,0.000934635262069372,-0.000121095584798642,2.65302784704049e-06,-0.00722987951262233,-0.0017572116317707,4.83886129448406e-06,-0.96722460004695,2.65597368624253,0.000824122373920044,1.0797229,1.0854635,0.00583679999999998,12.0251396666667,31.224295,29.099152,0.000102867530364388,1.08217775365722,-8.67878787859955e-07,1.08544614969697,0.016098134,0.016369704,3.85810000000028e-05
5,1709,-6.17304690297869e-05,-0.000297866408722176,0.000541393324834157,-0.0545624008314658,2.81215044104454,-2.16894761795448e-05,0.000348658467261164,1.25866115740237,1.25803918938711,15.2919161293345,0.000766223737065127,-0.000222627378895455,1.6359610806905e-06,-0.0037222464265817,-0.000861887116570256,1.82549448602957e-06,-0.662145762354268,2.0310350213832,0.000816048776347111,1.0784167,1.0833584,0.00494170000000005,12.0418506666667,34.642597,29.208866,0.000105005404858314,1.07997673265182,3.49090909094962e-06,1.08320297272727,0.016368635,0.016787428,-5.33139999999988e-05
6,1074,-7.37245723504052e-05,-0.000846204961949142,0.000607496168563717,-0.000144497171716675,0.944921947011277,-0.00014449717171668,0.00247402924876191,0.743905334519139,0.74390135889208,0.181117482106236,0.000896968333415965,-0.00018180524450757,2.26902347691127e-06,-0.00852806017098406,-0.00317615952386741,8.38385887283357e-06,-0.528863951686202,1.80664794928931,-0.000239332559576644,1.0761266,1.0808747,0.00482769999999988,10.9678496666667,33.086578,29.015993,8.67162955465625e-05,1.07804026035762,1.70472727273095e-05,1.08024810181818,0.015922785,0.016437579,-0.000111867000000002
7,636,-0.000187886672728026,-0.00132278741291172,0.00138612835285472,-0.000262950934702601,0.956617606412234,-0.000262950934702601,0.00520345978127392,0.748307122010912,0.748302294443356,0.182871152610015,0.00130149854866199,-0.000149560300882795,4.99055725896268e-06,-0.0156436155532001,-0.00471294142674878,2.87863140662207e-05,-0.875585540584303,2.18943940239358,9.13681733394345e-05,1.0758358,1.0818783,0.00630320000000006,10.076479,36.0327,29.495056,0.000101039676113374,1.0788255462888,-8.25151515146835e-06,1.08224175878788,0.016541764,0.017001977,-0.000333346000000002
8,870,-0.000207660197102407,-0.00163618592980719,0.00133376748541079,-0.000284682715904185,0.978454961116232,-0.000284682715904177,0.00590381792304224,0.764421859772236,0.764418805204353,0.185664318563807,0.00140585445732035,8.62236679201048e-05,5.8146394391654e-06,-0.0173908502613217,-0.00574144973792891,2.80614414466071e-05,-0.887920210655606,2.45015898574108,-0.00179750230653197,1.0938644,1.0974603,0.0041042,10.0250816666667,35.453625,29.368095,5.18332995951621e-05,1.09594274429824,-2.38242424242012e-05,1.09849356060606,0.016083084,0.016311171,-3.84210000000003e-05
9,1054,0.000162207780260737,-0.000911414130672084,0.000929968628413679,-0.000132067614373349,0.970576130809988,-0.000132067614373347,0.00289846606694368,0.758523148602721,0.758519988367707,0.183606591139878,0.000980709845133248,1.03447311125551e-05,2.95646439593399e-06,-0.00781994772314987,-0.00205844538417021,6.61650850312821e-06,-0.903284225075788,2.2777979046213,0.0004719698209672,1.0829742,1.0880647,0.00509050000000011,11.207956,36.163319,30.020153,9.36529554656112e-05,1.08510754947368,1.7263636363659e-05,1.08738425090909,0.016611163,0.016978227,-3.36659999999982e-05
10,788,-0.000175038168426305,-0.000334881648411916,0.00102511041609619,-3.14978728990157e-05,0.938402831631775,-3.14978728990138e-05,0.000194950095023059,0.736103819543812,0.736102095837387,0.17303333835909,0.00129348266879913,-0.000626340597501573,4.97832988715661e-06,-0.0075781298443387,-0.000989452141897012,7.81618279415426e-06,-0.824444705653959,2.49493852478052,0.00236901120545596,1.0537786,1.0607281,0.00946040000000004,11.668876,36.386898,29.905121,0.000137543157894772,1.05646916547908,1.48303030306503e-06,1.06072150242424,0.015962802,0.016575078,-0.000303577999999999
11,880,-0.000123359956701616,-0.000763561365668502,0.000791574044275707,-0.000125993480607596,0.95112218254443,-0.000125993480607576,0.00221015529384358,0.744517001174139,0.744511990198045,0.180488616877961,0.000917189534670434,-0.000308031978506817,2.33683415564215e-06,-0.00836145506649,-0.00297442934904844,9.15371403510573e-06,-0.610218197399954,1.77609188164051,0.000344755739148717,1.0709661,1.0765123,0.00556010000000007,10.764334,36.630051,29.769632,0.000107244271255079,1.07295929850877,1.74496969697139e-05,1.07584733575758,0.016649306,0.017121186,-6.81150000000005e-05
12,719,-1.40533723544862e-05,-0.000647285945359928,0.00099125782046784,-0.000147592049166331,0.94924613611702,-0.000147592049166333,0.00261223759487112,0.741125525348321,0.741120908614578,0.177931914225349,0.00109429451530684,-0.000402942538345528,3.84389060173581e-06,-0.0101468358922413,-0.00268208845429157,1.41006697908095e-05,-0.843727665345451,2.15417967649383,0.00138117156918116,1.0611236,1.0681452,0.00703319999999996,10.7977056666667,37.039276,29.44138,0.000124473846153864,1.06403959025641,2.36993939394189e-05,1.06723019151515,0.016542939,0.017168047,-0.000253296
13,862,-0.000191962724016299,-0.000988956326608659,0.000794953798221142,-0.000186277471963412,0.956656591783055,-0.000186277471963419,0.00347436777051799,0.750967991127997,0.750964131848921,0.183263560994405,0.00102165469056509,-0.000239138162463871,2.9047343663142e-06,-0.00963679913322213,-0.00343026231500542,9.75157737456054e-06,-0.611673669631999,1.96493609814649,-0.000494238103166067,1.0811664,1.0869437,0.00578869999999987,10.1131076666667,35.844639,29.600582,0.000103018562753062,1.08348991274629,2.07539393939882e-05,1.08612341515151,0.016328048,0.01683085,-1.48190000000027e-05
14,857,-0.000259711781687387,-0.000930931911071803,0.000723979767377477,-0.000172154372815692,0.951042692585818,-0.000172154372815691,0.00275748981623916,0.744554241705923,0.744548729341362,0.180952086700475,0.000899155207565489,-0.000352157132881422,2.17921392490931e-06,-0.00790296738129215,-0.00234864099190326,7.67375076396343e-06,-0.753345073623056,2.06141114934489,0.000369010365011802,1.072052,1.0774671,0.00544239999999996,10.1468806666667,35.323174,29.286381,9.89522672064932e-05,1.0743705382861,4.10848484853378e-06,1.07731901878788,0.016238289,0.016778639,2.21629999999987e-05
